Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Rinne no Lagrange: Kamogawa Days,PS3,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
MVP Baseball 2005,PS2,2005.0,Sports,Electronic Arts,1.26,0.07,0.0,0.21,1.54,87.0,25.0,8.6,47.0,EA Sports,E
Michael Jackson: The Experience,PS3,2011.0,Misc,Ubisoft,0.25,0.19,0.0,0.08,0.52,66.0,11.0,8.4,16.0,Ubisoft Montreal,E10+
Real Robots Final Attack,PS,1998.0,Shooter,Banpresto,0.0,0.0,0.07,0.01,0.08,,,,,,
TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004.0,Racing,Codemasters,0.09,0.03,0.0,0.0,0.13,,,,,,
Heart Catch PreCure! Oshare Collection,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
Meteos,DS,2005.0,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88.0,49.0,7.5,164.0,Q Entertainment,E
Chaotic: Shadow Warriors,DS,2009.0,Action,Activision,0.17,0.0,0.0,0.01,0.18,,,tbd,,FUN Labs,E10+
J Stars Victory Vs.,PS4,2015.0,Fighting,Namco Bandai Games,0.08,0.14,0.0,0.04,0.26,,,,,,
Super Mario Bros.,NES,1985.0,Platform,Nintendo,29.08,3.58,6.81,0.77,40.24,,,,,,
Warhammer: Mark of Chaos,PC,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03,73.0,32.0,7.4,57.0,Black Hole Games,M
Mobile Suit Gundam Battlefield Record U.C.0081,PS3,2009.0,Action,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24,,,,,,
Terraria,PS3,2013.0,Action,505 Games,0.07,0.2,0.09,0.05,0.41,81.0,12.0,7.9,70.0,Engine Software,T
Space Invaders Extreme 2,DS,2009.0,Shooter,Square Enix,0.17,0.01,0.0,0.01,0.19,82.0,38.0,7.1,8.0,Taito Corporation,E
Charlie Blasts Territory,N64,1999.0,Action,Kemco,0.02,0.01,0.0,0.0,0.03,,,,,,
Sabre Wulf,GBA,,Platform,THQ,0.02,0.01,0.0,0.0,0.03,75.0,27.0,8,4.0,Rare Ltd.,E
Skylanders: Trap Team,XOne,2014.0,Action,Activision,0.26,0.07,0.0,0.04,0.37,,,,,,
Pac-Man,2600,1982.0,Puzzle,Atari,7.28,0.45,0.0,0.08,7.81,,,,,,
Warriors Orochi,X360,2007.0,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,53.0,27.0,7.4,13.0,Omega Force,T
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007.0,Misc,Benesse,0.0,0.0,0.1,0.0,0.1,,,,,,
SD Gundam: Gashapon Wars,GC,2005.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
"Warhammer 40,000: Squad Command",DS,2007.0,Strategy,THQ,0.05,0.01,0.0,0.01,0.06,57.0,21.0,7.9,16.0,THQ,T
The Legend of Zelda,NES,1986.0,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,,,,,,
Just Dance 4,X360,2012.0,Misc,Ubisoft,0.9,0.19,0.0,0.09,1.18,77.0,23.0,7.7,36.0,Ubisoft,E10+
Future Tactics: The Uprising,XB,2004.0,Strategy,JoWood Productions,0.02,0.01,0.0,0.0,0.03,61.0,24.0,tbd,,,
Merv Griffin's Crosswords,Wii,2008.0,Puzzle,THQ,0.11,0.0,0.0,0.01,0.11,,,tbd,,"Pipeworks Software, Inc.",E
Disney Infinity 3.0,WiiU,2015.0,Action,Disney Interactive Studios,0.21,0.21,0.0,0.04,0.46,,,,,,
D,PS,1995.0,Adventure,Acclaim Entertainment,0.0,0.0,0.1,0.01,0.11,,,,,,
Shin Sangoku Musou 6 Special,PSP,2011.0,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11,,,,,,
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
12-Sai. Honto no Kimochi,3DS,2014.0,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07,,,,,,
Gundam Battle Chronicle,PSP,2007.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,,,,,,
MTV Music Generator 3: This Is the Remix,XB,2004.0,Misc,Codemasters,0.06,0.02,0.0,0.0,0.08,79.0,26.0,5.4,10.0,Mix Max,T
Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05,78.0,26.0,7.4,25.0,Terminal Reality,T
Girls Mode 3: Kirakira Code,3DS,2015.0,Action,Nintendo,0.0,0.0,0.23,0.0,0.23,,,,,,
Jampack Winter '99,PS,1999.0,Misc,Sony Computer Entertainment,0.94,0.64,0.0,0.11,1.69,,,,,,
Sword of the Samurai,PS2,,Fighting,Ubisoft,0.0,0.0,0.17,0.0,0.17,,,,,,
Metro: Last Light,PS3,2013.0,Action,Deep Silver,0.14,0.18,0.03,0.07,0.42,80.0,23.0,8.2,508.0,4A Games,
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009.0,Adventure,Ubisoft,0.11,0.1,0.0,0.02,0.24,74.0,29.0,8.1,14.0,Revolution Software,T
NBA 2K12,PC,2011.0,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16,86.0,5.0,7.1,66.0,Visual Concepts,E
Tetris Attack,SNES,1995.0,Puzzle,Nintendo,0.0,0.0,0.15,0.0,0.15,,,,,,
Tom Clancy's EndWar,PSP,2008.0,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.11,68.0,7.0,5.9,8.0,"Funatics Software, Funatics",T
Totally Spies! 2: Undercover,DS,2006.0,Action,Atari,0.01,0.01,0.0,0.0,0.02,,,,,,
Tak: The Great Juju Challenge,XB,2005.0,Platform,THQ,0.05,0.02,0.0,0.0,0.07,75.0,19.0,tbd,,Avalanche Software,E
Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011.0,Action,Activision,0.32,0.08,0.0,0.03,0.44,,,,,,
The Pinball of the Dead,GBA,2002.0,Misc,Sega,0.05,0.02,0.0,0.0,0.06,79.0,20.0,tbd,,Sega,T
Rogue Trip: Vacation 2012,PS,1998.0,Racing,GT Interactive,0.21,0.14,0.0,0.02,0.38,,,,,,
Chess,PS,2001.0,Strategy,Success,0.05,0.04,0.0,0.01,0.09,,,,,,
Eternal Sonata,X360,2007.0,Role-Playing,Atari,0.19,0.04,0.08,0.02,0.32,79.0,56.0,7.9,97.0,Tri-Crescendo,T
Football Manager 2011,PC,2010.0,Sports,Sega,0.0,1.01,0.0,0.25,1.26,85.0,23.0,8.4,77.0,Sports Interactive,E
Rimo-Cocoron,PS2,2001.0,Action,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,,,,,,
Disaster Report,PS2,2002.0,Action,Agetec,0.03,0.02,0.15,0.01,0.21,66.0,28.0,8,7.0,Irem,T
The Fast and the Furious,PS2,2006.0,Racing,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,59.0,22.0,6.6,24.0,Eutechnyx,T
Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75.0,30.0,7.4,27.0,TOSE,E10+
The Crow: City of Angels,PS,1997.0,Action,Acclaim Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,,
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,,,,
Charlie and the Chocolate Factory,XB,2005.0,Adventure,Global Star,0.08,0.02,0.0,0.0,0.11,39.0,20.0,0.5,8.0,"High Voltage Software, Backbone Entertainment",E
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,,,,
Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,
Zapper: One Wicked Cricket!,PS2,2002.0,Platform,Infogrames,0.08,0.06,0.0,0.02,0.16,,,,,,
TNA iMPACT!,PS2,2008.0,Fighting,Midway Games,0.1,0.0,0.0,0.12,0.22,,,,,,
Hermie Hopperhead: Scrap Panic,PS,1995.0,Platform,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.03,,,,,,
Grey's Anatomy: The Video Game,PC,2009.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,36.0,4.0,3.9,20.0,Longtail Studios,T
Castlevania: Lords of Shadow - Reverie,PS3,2011.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.01,0.03,,,,,,
Nicktoons: Battle for Volcano Island,DS,2006.0,Action,THQ,0.27,0.0,0.0,0.02,0.29,59.0,6.0,tbd,,Natsume,E
Hamster Club 3,GBA,2002.0,Simulation,Jorudan,0.0,0.0,0.35,0.01,0.36,,,,,,
Brave Story: New Traveler (US sales),PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0,0.11,,,,,,
Naruto: Path of the Ninja 2,DS,2006.0,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,62.0,18.0,7.5,6.0,TOSE,E10+
Syphon Filter 2,PS,2000.0,Shooter,Sony Computer Entertainment,1.5,0.55,0.02,0.08,2.15,,,,,,
Hakuouki Portable,PSP,2009.0,Adventure,Idea Factory,0.0,0.0,0.1,0.0,0.1,,,,,,
Pitfall: The Lost Expedition,GBA,2003.0,Platform,Activision,0.05,0.02,0.0,0.0,0.07,66.0,13.0,tbd,,Torus Games,E
Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2013.0,Role-Playing,Tecmo Koei,0.06,0.03,0.1,0.02,0.21,,,,,,
Dood's Big Adventure,Wii,2010.0,Platform,THQ,0.21,0.01,0.0,0.02,0.24,56.0,4.0,tbd,,THQ,E
Animal Genius,DS,2007.0,Puzzle,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,tbd,,Big Blue Bubble Inc.,E
Pro Evolution Soccer 2015,PS3,2014.0,Sports,Konami Digital Entertainment,0.1,0.2,0.22,0.06,0.58,,,7.8,34.0,Konami,E
Cabela's Big Game Hunter: Ultimate Challenge,PS,2001.0,Sports,Activision Value,0.12,0.08,0.0,0.01,0.21,,,,,,
Disney's Meet the Robinsons,X360,2007.0,Action,Disney Interactive Studios,0.07,0.0,0.0,0.01,0.08,65.0,21.0,tbd,,Buena Vista Games,E10+
Crash City Mayhem,GBA,2004.0,Racing,THQ,0.67,0.25,0.0,0.02,0.93,,,,,,
Street Jam Basketball,GBA,2004.0,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,35.0,7.0,8,7.0,Prograph,E
Princess Debut,DS,2008.0,Misc,Cave,0.1,0.0,0.0,0.01,0.1,71.0,6.0,7.4,7.0,Cave,E
Command & Conquer: Red Alert,PS,1997.0,Strategy,Virgin Interactive,0.23,0.16,0.0,0.03,0.41,,,,,,
Showdown: Legends of Wrestling,PS2,2004.0,Fighting,Acclaim Entertainment,0.15,0.11,0.0,0.04,0.3,55.0,24.0,6.1,7.0,Acclaim,T
Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06,74.0,30.0,7.2,12.0,Prope,E
Momotarou Dentetsu 15,PS2,2005.0,Misc,Hudson Soft,0.0,0.0,0.22,0.0,0.22,,,,,,
Bratz: Rock Angelz,GC,2005.0,Misc,THQ,0.16,0.04,0.0,0.01,0.2,,,tbd,,Blitz Games,E
Grease,Wii,2010.0,Misc,505 Games,0.26,0.24,0.0,0.05,0.55,,,,,,
Mass Effect 3,WiiU,2012.0,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.27,,,,,,
TimeSplitters,PS2,2000.0,Shooter,Eidos Interactive,0.21,0.17,0.0,0.06,0.43,81.0,23.0,8,40.0,Free Radical Design,T
Crash Nitro Kart,XB,2003.0,Racing,Vivendi Games,0.24,0.07,0.0,0.01,0.31,70.0,14.0,8.9,16.0,Vicarious Visions,E
New Carnival Games,DS,2010.0,Misc,Take-Two Interactive,0.16,0.05,0.0,0.02,0.22,,,tbd,,Cat Daddy Games,E
Bomberman,DS,2005.0,Puzzle,Ubisoft,0.1,0.01,0.03,0.01,0.15,75.0,30.0,7,12.0,Racjin,E
Lost Dimension,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.05,0.01,0.0,0.01,0.07,71.0,18.0,7.3,27.0,FuRyu,T
Stolen,PS2,2005.0,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04,51.0,16.0,7.4,16.0,Blue 52,T
Hyperdimension Neptunia Victory,PS3,2012.0,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16,55.0,19.0,7.8,94.0,"Idea Factory, Compile Heart",T
2 Games in 1: Disney Princess & The Lion King,GBA,2004.0,Misc,THQ,1.25,0.46,0.0,0.03,1.75,,,,,,
Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,76.0,40.0,8.8,76.0,HAL Labs,E
Fast Food Panic,Wii,2009.0,Simulation,Nobilis,0.06,0.0,0.0,0.0,0.06,57.0,6.0,tbd,,MBA International,E
Major League Baseball 2K9,X360,2009.0,Sports,Spike,0.56,0.0,0.0,0.05,0.61,64.0,29.0,5.3,26.0,2K Sports,E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005.0,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,58.0,10.0,7,5.0,Konami,E
Dark Souls III,PS4,2016.0,Role-Playing,Namco Bandai Games,0.65,0.45,0.34,0.22,1.65,89.0,69.0,8.8,1940.0,From Software,M
Major League Baseball 2K10,DS,2010.0,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,,,tbd,,Powerhead Games,E
Rat Attack!,PS,1999.0,Puzzle,Mindscape,0.03,0.02,0.0,0.0,0.04,,,,,,
Sigma Star Saga,GBA,2005.0,Role-Playing,Atari,0.04,0.01,0.0,0.0,0.05,68.0,34.0,8.2,6.0,WayForward,E10+
Ghost Pirates of Vooju Island,PC,2009.0,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,66.0,14.0,tbd,,Autumn Moon,T
Mafia III,PC,2016.0,Action,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,63.0,29.0,3.2,881.0,Hangar 13,M
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,2009.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,,,,,,
Megpoid the Music#,PSP,2013.0,Misc,Asgard,0.0,0.0,0.03,0.0,0.03,,,,,,
Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93.0,74.0,5.8,3725.0,BioWare,M
Naruto RPG 2: Chidori vs Rasengan,DS,2005.0,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14,,,,,,
Unreal Tournament 2004,PC,2004.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.02,93.0,48.0,8.9,537.0,Epic Games,M
Sonic Boom: Rise of Lyric,WiiU,2014.0,Action,Sega,0.19,0.09,0.0,0.03,0.31,32.0,28.0,3.6,587.0,Big Red Button Entertainment,E10+
Dragon Ball: XenoVerse,PS4,2015.0,Fighting,Namco Bandai Games,0.3,0.52,0.12,0.16,1.11,69.0,50.0,7.7,598.0,Dimps Corporation,T
Family Party: 30 Great Games,Wii,2008.0,Misc,D3Publisher,0.08,0.01,0.0,0.01,0.09,42.0,10.0,1,7.0,Tamsoft,E10+
Bratz: Forever Diamondz,GC,2006.0,Adventure,THQ,0.17,0.04,0.0,0.01,0.21,,,tbd,,Blitz Games,E
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006.0,Fighting,Atari,0.14,0.0,0.0,0.01,0.16,64.0,20.0,7.8,17.0,CyberConnect2,T
Fighter Maker,PS,1998.0,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17,,,,,,
BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,82.0,14.0,7.8,18.0,Arc System Works,T
Dead Man's Hand,XB,2004.0,Shooter,Atari,0.09,0.02,0.0,0.0,0.11,62.0,31.0,8.1,9.0,Human Head Studios,T
Formula 1: Championship Edition,PS3,2006.0,Racing,Sony Computer Entertainment,0.0,0.57,0.04,0.0,0.61,,,,,,
Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02,61.0,11.0,6,5.0,Eurocom Entertainment Software,E10+
The Simpsons Game,PS3,2007.0,Action,Electronic Arts,0.38,0.36,0.0,0.15,0.88,71.0,30.0,7.5,49.0,EA Redwood Shores,T
B-Boy,PSP,2006.0,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05,50.0,11.0,7.8,6.0,FreeStyleGames,T
Ben 10 Alien Force: Vilgax Attacks,Wii,2009.0,Action,D3Publisher,0.25,0.14,0.0,0.04,0.44,65.0,5.0,4,6.0,Papaya Studios,E10+
Harvest Moon: Save the Homeland,PS2,,Simulation,Unknown,0.19,0.15,0.0,0.05,0.4,76.0,14.0,8.8,72.0,Victor Interactive Software,E
Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,,,,,,
Konami Classics Series: Arcade Hits,DS,2007.0,Misc,Konami Digital Entertainment,0.01,0.0,0.02,0.0,0.03,76.0,29.0,tbd,,M2,E10+
Dance Dance Revolution (North America),PS,2001.0,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,,,,,,
World of Warcraft: Legion,PC,2016.0,Role-Playing,Activision,0.13,0.16,0.0,0.03,0.32,88.0,62.0,7.5,535.0,Blizzard Entertainment,T
Metroid II: Return of Samus,GB,1991.0,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,,,,,,
Rogue Galaxy: Director's Cut,PS2,2007.0,Role-Playing,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41,,,,,,
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995.0,Misc,Sega,0.0,0.0,0.04,0.0,0.04,,,,,,
Hanjuku Eiyuu Tai 3D,PS2,2003.0,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,,,,,,
Desert Falcon,2600,1987.0,Shooter,Atari,0.24,0.01,0.0,0.0,0.26,,,,,,
Guitar Hero: Smash Hits,PS3,2009.0,Misc,Activision,0.2,0.11,0.0,0.05,0.35,73.0,34.0,7.2,9.0,Beenox,T
NHL 2K9,Wii,2008.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,65.0,11.0,5.4,19.0,Visual Concepts,E10+
Animal Crossing: Wild World,DS,2005.0,Simulation,Nintendo,2.5,3.45,5.33,0.86,12.13,86.0,57.0,8.7,242.0,Nintendo,E
Discovery Kids: Spider Quest,DS,2009.0,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,,,tbd,,505 Games,E
TouchMaster 3,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.29,0.11,0.0,0.04,0.43,68.0,7.0,tbd,,Hijinx Studios,E
Nicktoons: Freeze Frame Frenzy,GBA,2004.0,Action,THQ,0.29,0.11,0.0,0.01,0.4,53.0,4.0,tbd,,Altron,E
Ace Combat: Assault Horizon,PS3,2011.0,Action,Namco Bandai Games,0.3,0.15,0.22,0.07,0.74,77.0,28.0,6.7,82.0,Project Aces,T
Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010.0,Action,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,,
Final Fantasy Tactics Advance,GBA,2003.0,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13,87.0,44.0,7.8,212.0,Square Enix,E
Super Real Mahjong Graffiti,SAT,1995.0,Misc,Seta Corporation,0.0,0.0,0.07,0.0,0.07,,,,,,
WWE 2K17,PS3,2016.0,Sports,Take-Two Interactive,0.05,0.07,0.0,0.02,0.14,,,4.1,9.0,Yuke's,T
World League Soccer,SNES,1991.0,Sports,Imagineer,0.0,0.0,0.15,0.0,0.15,,,,,,
Kimi ni Todoke: Tsutaeru Kimochi,DS,2011.0,Adventure,Banpresto,0.0,0.0,0.05,0.0,0.05,,,,,,
Bleach: Hanatareshi Yabou,PS2,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
Alone in the Dark: Inferno,PS3,2008.0,Adventure,Atari,0.09,0.03,0.0,0.02,0.13,69.0,25.0,5.6,50.0,Eden Studios,M
Rapala Tournament Fishing!,Wii,2006.0,Sports,Activision,0.51,0.0,0.0,0.04,0.55,,,,,,
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,DS,2006.0,Misc,Shogakukan,0.0,0.0,0.2,0.0,0.2,,,,,,
Furious Karting,XB,2003.0,Racing,Atari,0.01,0.0,0.0,0.0,0.01,63.0,17.0,tbd,,Babylon Software,T
Ultimate Shooting Collection,Wii,2008.0,Shooter,Milestone,0.07,0.0,0.0,0.0,0.08,66.0,4.0,tbd,,MileStone Inc.,E
Reign of Fire,GBA,2002.0,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.05,61.0,9.0,tbd,,Crawfish Interactive,T
Madden NFL 97,PS,1996.0,Sports,Electronic Arts,0.73,0.5,0.0,0.09,1.32,,,,,,
Medal of Honor,PC,2010.0,Shooter,Electronic Arts,0.2,0.23,0.0,0.06,0.49,72.0,26.0,6.4,516.0,"Dice, Danger Close",M
NFL 2K2,XB,2002.0,Sports,Sega,0.13,0.04,0.0,0.01,0.18,87.0,18.0,tbd,,Visual Concepts,E
Buzz! Quiz World,PS3,2009.0,Misc,Sony Computer Entertainment,0.16,0.57,0.0,0.19,0.91,,,,,,
Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,Capcom,0.99,0.63,0.29,0.19,2.09,84.0,60.0,9,212.0,Capcom,M
Don Bradman Cricket 14,PS3,2014.0,Sports,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,73.0,5.0,6.9,55.0,Big Ant Studios,E
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,2007.0,Racing,Sunrise Interactive,0.0,0.0,0.02,0.0,0.02,,,,,,
FIFA 17,PS4,2016.0,Sports,Electronic Arts,0.66,5.75,0.08,1.11,7.59,85.0,41.0,5,398.0,"EA Sports, EA Vancouver",E
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005.0,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02,66.0,13.0,tbd,,Krome Studios,E10+
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,8,14.0,Gust,T
Guilty Gear Xrd: Sign,PS3,2014.0,Fighting,Arc System Works,0.1,0.0,0.07,0.02,0.18,,,,,,
Destiny,XOne,2014.0,Shooter,Activision,2.14,0.92,0.0,0.31,3.37,75.0,11.0,5.5,1735.0,"Bungie Software, Bungie",T
Air Traffic Chaos,DS,2007.0,Simulation,Ertain,0.05,0.0,0.0,0.0,0.05,66.0,8.0,tbd,,Sonic Powered,E
Resident Evil Zero,PC,2016.0,Action,Capcom,0.01,0.01,0.0,0.0,0.02,,,,,,
Phantasy Star Universe,PS2,2006.0,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,68.0,18.0,8.5,23.0,Sonic Team,T
Fish Tycoon,DS,2007.0,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46.0,9.0,7,6.0,"LDW, Big Fish Games",E
Battlefield 1,PS4,2016.0,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88.0,31.0,8.4,809.0,EA DICE,M
SpongeBob SquigglePants,Wii,2011.0,Misc,THQ,0.35,0.02,0.0,0.03,0.4,59.0,12.0,tbd,,WayForward,E
Petz Catz Clan,DS,2008.0,Simulation,Ubisoft,0.47,0.03,0.0,0.04,0.54,,,tbd,,Digital Kids,E
Need for Speed Underground,PS2,2003.0,Racing,Electronic Arts,3.27,2.83,0.08,1.02,7.2,85.0,33.0,8.6,171.0,EA Black Box,E
Beowulf: The Game,PSP,2007.0,Action,Ubisoft,0.08,0.0,0.0,0.01,0.09,44.0,4.0,5.4,7.0,Virtuos,M
Turok,PS3,2008.0,Action,Touchstone,0.35,0.21,0.01,0.1,0.67,67.0,38.0,6,39.0,Propaganda Games,M
The Wolf Among Us,PS3,2014.0,Adventure,Telltale Games,0.05,0.02,0.0,0.02,0.09,,,8.2,48.0,,
Nobunaga's Ambition: Sphere of Influence,PS4,2014.0,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,80.0,20.0,8.1,46.0,Koei Tecmo Games,T
Medabots 8,3DS,2014.0,Role-Playing,Rocket Company,0.0,0.0,0.07,0.0,0.07,,,,,,
Dragon Ball Z: Burst Limit,X360,2008.0,Fighting,Atari,0.24,0.18,0.03,0.05,0.49,72.0,50.0,7.6,41.0,"Dimps Corporation, Namco Bandai Games",T
MySims Party,Wii,2009.0,Simulation,Electronic Arts,0.17,0.02,0.0,0.02,0.21,56.0,16.0,tbd,,EA Games,E
Mat Hoffman's Pro BMX 2,PS2,2002.0,Sports,Activision,0.23,0.18,0.0,0.06,0.46,76.0,22.0,9.1,7.0,Rainbow Studios,T
FIFA Soccer 13,WiiU,2012.0,Action,Electronic Arts,0.17,0.27,0.0,0.04,0.47,69.0,28.0,6.2,49.0,Electronic Arts,E
AMF Bowling 2004,XB,2003.0,Sports,Mud Duck Productions,0.22,0.06,0.0,0.01,0.3,48.0,6.0,4.4,8.0,,
Star Wars: Shadows of the Empire,N64,1996.0,Action,Nintendo,2.0,0.5,0.12,0.03,2.65,,,,,,
Jake Power: Policeman,DS,2008.0,Adventure,Ubisoft,0.05,0.0,0.0,0.0,0.05,,,tbd,,Ubisoft,E
Terraria,PSV,2013.0,Action,Screenlife,0.0,0.01,0.09,0.0,0.1,85.0,17.0,7.8,112.0,Engine Software,T
Dead to Rights II,PS2,2005.0,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.2,51.0,32.0,5.3,7.0,WideScreen Games,M
Discovery Kids: Dolphin Discovery,DS,2008.0,Simulation,505 Games,0.2,0.0,0.0,0.01,0.22,,,tbd,,505 Games,E
The Perfect Golf,PS,1995.0,Sports,Seta Corporation,0.0,0.0,0.03,0.0,0.03,,,,,,
No More Heroes: Red Zone,PS3,2011.0,Action,Marvelous Interactive,0.0,0.0,0.09,0.0,0.09,,,,,,
Let's Cheer,X360,2011.0,Misc,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14,,,,,,
Ghostbusters: The Video Game (DS Version),X360,2009.0,Action,Take-Two Interactive,1.04,1.22,0.03,0.27,2.56,,,,,,
Grand Theft Auto V,PS3,2013.0,Action,Take-Two Interactive,7.02,9.09,0.98,3.96,21.04,97.0,50.0,8.2,3994.0,Rockstar North,M
NHL 2K3,XB,2002.0,Sports,Sega,0.09,0.02,0.0,0.0,0.12,89.0,17.0,7.1,14.0,Treyarch,E
Rugby League Live,PS3,2010.0,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.01,0.03,,,,,,
